// **************************************************************
// this section is to force including all the printable ASCII characters into the fontmap
// ### ASCII printable characters (32-127) ###
// !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
// ### ASCII extended characters (128-255) ###
// ¡¢£¤¥¦§¨©ª«¬	®¯°±²³´µ¶·¸¹º»¼½¾¿ÀÁÂÃÄÅÆÇÈÉÊËÌÍÎÏÐÑÒÓÔÕÖ×ØÙÚÛÜÝÞßàáâãäåæçèéêëìíîïðñòóôõö÷øùúûüýþÿ
// **************************************************************

//
//  **************************************************************
//  ***   Strings from Game/en/language.dll                    ***
//  **************************************************************
//

98 "1"
3062 "Sie müssen erst die nötigen Gebäude errichten, bevor sie zum nächsten Zeitalter voranschreiten können."
3063 "Nicht genug Energie, um das Schiff zu entern."
3064 "Klicken Sie auf einen Zielpunkt für die Einheit(en), die ausquartiert wurde(n)."
3065 "Das Gebäude ist voll belegt."
3066 "Das Transportschiff ist voll beladen."
3067 "Das Ziel ist zu nah für einen Angriff."
3068 "Das Ziel ist zu weit entfernt für einen Angriff."
3069 "Diese Ramme ist voll."
3070 "Sie können nicht chatten, nachdem Sie aufgegeben oder verloren haben."
3071 "Klicken Sie auf die Einheit, die Sie bewachen möchten."
3072 "Klicken Sie auf die Einheit, der Sie folgen möchten."
3073 "Klicken Sie auf eine Stelle, wo Sie patrouillieren möchten."
3074 "Klicken Sie auf eine Stelle, die Sie erkunden möchten."
3075 "Es werden mehr Häuser benötigt, um weitere Einheiten zu erschaffen."
3076 "Das Erschaffen von Einheiten wurde abgebrochen, da Sie an Ihrem Bevölkerungslimit angelangt sind."
3077 "Es wird mehr Nahrung benötigt, um weitere Einheiten zu erschaffen."
3078 "Es wird mehr Holz benötigt, um weitere Einheiten zu erschaffen."
3079 "Es wird mehr Stein benötigt, um weitere Einheiten zu erschaffen."
3080 "Es wird mehr Gold benötigt, um weitere Einheiten zu erschaffen."
3083 "Nicht genug Platz, um die Einheit auszuladen."
3084 "Klicken Sie auf eine Stelle, um einen Sammelpunkt zu setzen."
3085 "Klicken Sie auf die Stelle, wo aufgebaut werden soll."
3086 "Helden lassen sich nicht bekehren."
3087 "Sie brauchen Entwicklungen, bevor sich Einheiten konvertieren lassen."
3088 "Die Produktionswarteschlange für dieses Gebäude ist voll."
3089 "Die Einheit kann nicht ausgeladen werden. Sorgen Sie dafür, dass das Transportschiff an freiem Gelände liegt."
3090 "Die Einheit kann nicht ausquartiert werden."
3092 "Klicken Sie auf das Gebäude, in das die Einheit einquartiert werden soll."
3093 "Sie müssen erst die Erlösung entwickeln (Kloster), bevor Sie Belagerungswaffen bekehren können."
3094 "Der Bauplatz ist blockiert. Bauen eingestellt."
3095 "Klicken Sie auf die Stelle, an der das Gebäude errichtet werden soll."
3096 "Klicken und ziehen Sie zur der Stelle hin, an der der Wall errichtet werden soll."
3097 "Klicken Sie auf die Stelle, an der das Signal erscheinen soll."
3098 "Zieländerung"
3099 "Spione sind in Ihr Volk eingedrungen."
3100 "Wollen Sie wirklich aufhören und ein neues Spiel laden?"
3101 "Wollen Sie dieses Spiel wirklich beenden?"
3102 "Wollen Sie dieses Spiel wirklich neu starten?"
3103 "Wollen Sie wirklich aufgeben?"
3104 "Sie werden verlieren, wenn die Reliquien nicht in %d Jahren zurückgewonnen sind."
3105 "Sie werden verlieren, wenn das Weltwunder von %s länger als %d stehen bleibt."
3106 "[W]" //Wonder abbreviation next to player score
3107 "[R]" //Relic abbreviation next to player score
3108 "Es bleiben noch %d Jahre, bis das Spiel zu Ende geht."
3109 "Sie werden verlieren, wenn das Monument nicht in %d Jahren zurückgewonnen ist."
3110 "Sie haben die diplomatische Haltung gegenüber %s zu „Neutral“ gewechselt."
3111 "Sie haben die diplomatische Haltung gegenüber %s zu „Verbündet“ gewechselt."
3112 "Sie haben die diplomatische Haltung gegenüber %s zu „Feindlich“ gewechselt."
3113 "Sie haben %d Goldeinheiten als Tribut an %s gezahlt."
3114 "Sie haben %d Holzeinheiten als Tribut an %s gezahlt."
3115 "Sie haben %d Nahrungseinheiten als Tribut an %s gezahlt."
3116 "Sie haben %d Steine als Tribut an %s gezahlt."
3117 "Die Ziele haben sich geändert."
3118 "%s macht sich über die kümmerlichen Erfolge Ihres Volkes lustig. Reliquien- und  Weltwundersiege dauern jetzt  länger!"
3119 "Sie müssen zwischen den Kapiteln 15 Sekunden warten."
3120 "Ihnen bleiben noch %d Unterbrechungen."
3121 "Sie haben alle Unterbrechungen aufgebraucht."
3122 "Sie müssen zwischen den Schnappschüssen 5 Sekunden warten."
3123 "Klicken Sie auf eine Mauer, hinter der Sie den Belagerungsturm entladen wollen."
3124 "Sie können nicht auf feindlichem Gebiet bauen, solange ein Vertrag besteht."
3125 "An „%s“ geschickt:"
3126 "Neue Geschwindigkeit: %d Frames, %d Detailgenauigkeit, %d Events pro Runde"
3700 "Klicken Sie hier, um diese Einheit wieder hundertprozentig zu heilen."
3701 "Klicken Sie hier, um diese Einheit anzugreifen."
3702 "Klicken Sie hier, um dieses Gebäude anzugreifen!"
3703 "Klicken Sie hier, um diesen Wall anzugreifen!"
3704 "Klicken Sie hier, um dieses Schiff anzugreifen!"
3705 "Klicken Sie hier, um dieses Gebäude wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3706 "Klicken Sie hier, um an Bord dieses Transportschiffs zu gehen."
3707 "Klicken Sie, um hier nach Nahrung zu fischen."
3708 "Klicken Sie hier, um Holz zu sammeln. Bauen Sie in der Nähe ein Holzfällerlager, um das Sammeln zu beschleunigen."
3709 "Klicken Sie hier, um Nahrung zu sammeln. Bauen Sie in der Nähe eine Mühle, um das Sammeln zu beschleunigen."
3710 "Klicken Sie hier, um das Tier anzugreifen. Rehe, Wildschweine, Elefanten, Zebras und Strauße bringen Nahrung ein (Wölfe, Jaguare, Bären, Löwen und Krokodile nicht). Lassen Sie mehrere Dorfbewohner die Tiere zu jagen, außer bei Rehen, Zebras und Straußen."
3711 "Klicken Sie hier, um Steine abzubauen. Errichten Sie in der Nähe ein Bergarbeiterlager, um das Sammeln zu beschleunigen."
3712 "Klicken Sie hier, um Gold abzubauen. Errichten Sie in der Nähe ein Bergarbeiterlager, um das Sammeln zu beschleunigen."
3713 "Klicken Sie hier, um diesen Wall wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3714 "Halten Sie ALT gedrückt und rechtsklicken Sie hier, um in diesem Gebäude Schutz und Heilung zu finden."
3715 "Klicken Sie hier, um dieses Transportschiff zu entladen."
3716 "Klicken Sie hier, um eine Wegmarkierung zu setzen."
3717 "Klicken Sie hier, um Ihre Verbündeten zu benachrichtigen."
3718 "Klicken Sie hier, um diese Einheit zu bewachen."
3719 "Klicken Sie hier, um dieser Einheit zu folgen."
3720 "Klicken Sie hier, um einen Sammelpunkt zu setzen."
3721 "Klicken Sie hier, um dieses Gebiet zu patrouillieren."
3722 "Klicken Sie hier, um diese Reliquie mit Ihrem Mönch aufzunehmen."
3723 "Klicken Sie hier, um an diesem Gebäude Rohstoffe abzulegen."
3724 "Klicken Sie hier, um diese Reuse zu bauen."
3725 "Klicken Sie hier, um den Belagerungsturm zu entladen."
3727 "Klicken Sie hier, um von diesem Feld Nahrung zu ernten. Bauen Sie Felder in der Nähe eines Dorfzentrums od. einer Mühle, um die Ernte zu beschleunigen."
3728 "Klicken Sie hier, um aus dieser Reuse Nahrung zu sammeln."
3729 "Klicken Sie hier, um dieses Tier als Nahrung in Ihr Dorfzentrum oder zur Mühle zu treiben."
3730 "Klicken Sie hier, um dieses Feld zu erneuern."
3731 "Klicken Sie hier, um diese Reuse zu erneuern."
3732 "Klicken Sie hier, um die Reliquie an diesem Kloster abzulegen."
3733 "Klicken Sie hier, um diese Einheit wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3734 "Klicken Sie hier, um in diesem Gebäude Schutz und Heilung zu finden."
3735 "Klicken Sie hier, um in dieser Ramme Quartier zu beziehen."
3751 "Klicken Sie hier, um diese Einheit zu Ihrem Kommando und Ihrer Spielerfarbe zu bekehren."
3752 "Klicken Sie hier, um diese Einheit zu Ihrem Kommando und Ihrer Spielerfarbe zu bekehren."
3755 "Klicken Sie hier, um dieses Gebäude zu errichten. Nehmen Sie mehrere Dorfbewohner, um das Bauen zu beschleunigen."
3760 "Klicken Sie hier, um dieses Tier anzugreifen. Sie können es nur als Nahrung nutzen, wenn Sie es mit einem Dorfbewohner jagen."
3761 "Der Belagerungsturm ist voll."
3800 "Klicken Sie hier, um diesen Dorfbewohner auszuwählen."
3801 "Klicken Sie hier, um dieses Gebäude auszuwählen."
3803 "Klicken Sie hier, um diese Militäreinheit auszuwählen."
3804 "Klicken Sie hier, um dieses Schiff auszuwählen."
3805 "Klicken Sie hier, um diese Belagerungswaffe auszuwählen."
3806 "Klicken Sie hier, um diesen Mönch auszuwählen."
3808 "Klicken Sie hier, um diesen Turm auszuwählen."
3809 "Klicken Sie hier, um diesen gepackten Tribok auszuwählen."
3810 "Klicken Sie hier, um dieses Tor auszuwählen."
3820 "Klicken Sie auf einen Mönch, um diese Reliquie aufzunehmen. Stellen Sie die Reliquie im Kloster auf, um Gold zu erzeugen."
3821 "Klicken Sie auf einen Fischkutter, um diese Fische als Nahrung zu nutzen, oder klicken Sie auf einen Dorfbewohner, falls die Fische in Ufernähe sind."
3822 "Klicken Sie auf einen Dorfbewohner, damit er von diesem Baum Holz erntet."
3823 "Klicken Sie auf einen Dorfbewohner, damit er von diesem Beerenstrauch Nahrung erntet."
3824 "Klicken Sie auf einen Dorfbewohner, damit er von dieser Mine Stein abbaut."
3825 "Klicken Sie auf einen Dorfbewohner, damit er von dieser Mine Gold abbaut."
3826 "Klicken Sie auf eine Einheit, um dieses Tier anzugreifen. Dorfbewohner können Rehe, Wild- und Warzenschweine, Elefanten, Zebras und Strauße zum Nahrungserwerb jagen. Greifen Sie alle Tiere außer Rehe, Zebras und Strauße mit mehreren Dorfbewohnern an."
3827 "Klicken Sie auf einen Dorfbewohner, damit er von diesem Feld Nahrung erntet."
3828 "Klicken Sie auf einen Fischkutter, damit er aus dieser Reuse Nahrung sammelt."
3829 "Klicken Sie auf einen Dorfbewohner, damit er dieses Tier als Nahrung nutzt."
3830 "Klicken Sie auf einen Dorfbewohner, damit er dieses Feld erneuert."
3831 "Klicken Sie auf einen Fischkutter, damit er diese Reuse erneuert."
3900 "Rechtsklicken Sie hier, um diese Einheit wieder hundertprozentig zu heilen."
3901 "Rechtsklicken Sie hier, um diese Einheit anzugreifen!"
3902 "Rechtsklicken Sie hier, um dieses Gebäude anzugreifen!"
3903 "Rechtsklicken Sie hier, um diesen Wall anzugreifen!"
3904 "Rechtsklicken Sie hier, um dieses Schiff anzugreifen!"
3905 "Rechtsklicken Sie hier, um dieses Gebäude wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3906 "Rechtsklicken Sie hier, um an Bord dieses Transportschiffs zu gehen."
3907 "Rechtsklicken Sie hier, um Fische als Nahrung zu fangen."
3908 "Rechtsklicken Sie hier, um Holz zu sammeln. Bauen Sie in der Nähe ein Holzfällerlager, um das Sammeln zu beschleunigen."
3909 "Rechtsklicken Sie hier, um Nahrung zu sammeln. Bauen Sie in der Nähe einen Mühle, um das Sammeln zu beschleunigen."
3910 "Rechtsklicken Sie hier, um dieses Tier anzugreifen. Rehe, Wild- und Warzenschweine, Elefanten, Zebras und Strauße dienen als Nahrung (Wölfe, Jaguare, Bären, Löwen u. Krokodile nicht).  Jagen Sie Tiere (außer Rehe, Zebras und Strauße) mit mehreren Dorfbewohnern."
3911 "Rechtsklicken Sie hier, um Steine abzubauen. Errichten Sie in der Nähe ein Bergarbeiterlager, um das Sammeln zu beschleunigen."
3912 "Rechtsklicken Sie hier, um Gold abzubauen. Errichten Sie in der Nähe ein Bergarbeiterlager, um das Sammeln zu beschleunigen."
3913 "Rechtsklicken Sie hier, um diesen Wall wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3914 "Halten Sie ALT gedrückt und rechtsklicken Sie hier, um in diesem Gebäude Schutz und Heilung zu finden."
3915 "Rechtsklicken Sie hier, um dieses Transportschiff zu entladen."
3916 "Rechtsklicken Sie hier, um eine Wegmarkierung zu setzen."
3917 "Rechtsklicken Sie hier, um Ihre Verbündeten zu benachrichtigen."
3918 "Rechtsklicken Sie hier, um diese Einheit zu bewachen."
3919 "Rechtsklicken Sie hier, um dieser Einheit zu folgen."
3920 "Rechtsklicken Sie hier, um einen Sammelpunkt zu setzen."
3921 "Rechtsklicken Sie hier, um dieses Gebiet zu patrouillieren."
3922 "Rechtsklicken Sie hier, um diese Reliquie mit Ihrem Mönch aufzunehmen."
3923 "Rechtsklicken Sie hier, um an diesem Gebäude Rohstoffe abzulegen."
3924 "Rechtsklicken Sie hier, um diese Reuse zu bauen."
3927 "Rechtsklicken Sie hier, um von diesem Feld Nahrung zu ernten. Bauen Sie Felder in der Nähe eines Dorfzentrums od. einer Mühle, um die Ernte zu beschleunigen."
3928 "Rechtsklicken Sie hier, um aus dieser Reuse Nahrung zu sammeln."
3929 "Rechtsklicken Sie hier, um dieses Tier als Nahrung in Ihr Dorfzentrum oder Ihre Mühle zu treiben."
3930 "Rechtsklicken Sie hier, um dieses Feld zu erneuern."
3931 "Rechtsklicken Sie hier, um diese Reuse zu erneuern."
3932 "Rechtsklicken Sie hier, um die Reliquie an diesem Kloster abzulegen."
3933 "Rechtsklicken Sie hier, um diese Einheit wieder hundertprozentig zu reparieren. Die Reparaturkosten werden von Ihrem Vorrat abgezogen."
3934 "Klicken Sie hier, um in diesem Gebäude Schutz und Heilung zu finden."
3935 "Rechtsklicken Sie hier, um in dieser Ramme Quartier zu beziehen."
3951 "Rechtsklicken Sie hier, um diese Einheit zu Ihrem Kommando und Ihrer Spielerfarbe zu bekehren."
3952 "Rechtsklicken Sie hier, um dieses Gebäude zu Ihrem Kommando und Ihrer Spielerfarbe zu bekehren."
3955 "Rechtsklicken Sie hier, um dieses Gebäude zu errichten. Nehmen Sie mehrere Dorfbewohner, um das Bauen zu beschleunigen."
3960 "Rechtsklicken Sie hier, um dieses Tier anzugreifen. Sie können es nur als Nahrung nutzen, wenn Sie es mit einem Dorfbewohner jagen."
3961 "Dieses Gebäude kann nicht angegriffen werden."
3979 "Klicken Sie auf einen Dorfbewohner, damit er dieses Tier als Nahrung nutzt."
3980 "Sie haben einen Tribut von %d Gold erhalten."
3981 "Sie haben einen Tribut von %d Holz erhalten."
3982 "Sie haben einen Tribut von %d Nahrung erhalten."
3983 "Sie haben einen Tribut von %d Stein erhalten."
4001 "OK"
4002 "Abbrechen"
4003 "Ja"
4004 "Nein"
4005 "Wiederholen"
4006 "Abbrechen"
4007 "Abbruch"
4008 "Fehler"
4009 "?"
4010 "Überspringen"
4011 "Anwenden"
4012 "Zurücksetzen"
4050 "Bestätigen"
4051 "Clan auflösen"
4052 "Bild ändern"
4053 "Bild auswählen"
4054 "So schalten Sie dieses Bild frei:"
4055 "Wird gesammelt"
4056 "LIMITED EDITION"
4057 "Dieses Bild ist nicht mehr freischaltbar."
4058 "Spiel"
4059 "Optionen - Spiel"
4060 "Benutzeroberfläche"
4061 "Grafik"
4062 "Audio"
4063 "Zwischensequenzen: Text einblenden (alle)"
4064 "Laden nicht möglich. Datei enthält gesperrte Inhalte."


4105 "Stopp"
4106 "Auswahl aufheben (ESC)"
4107 "Entladen"
4108 "Gruppieren"
4109 "Gruppierung aufheben"
4110 "Formation auswählen"
4111 "Abbrechen (ESC)"
4112 "Weitere Gebäude"
4113 "Chatten"
4114 "Diplomatie"
4115 "Menü (F10)"
4116 "Statistik einschalten"
4117 "Statistik abschalten"
4118 "Weitere Hafenobjekte"
4119 "Entladen"
4121 "Reusen automatisch erneuern"
4122 "Stehen bleiben"
4123 "Angreifen"
4124 "Heilen"
4125 "Bekehren"
4127 "Reparieren"
4128 "Erweiterte Befehle ein"
4129 "Erweiterte Befehle aus"
4130 "Ja - Einheit vernichten"
4131 "Felder automatisch neu einsäen"
